Timestamp,Day Index,Day,Temp (F),Temp (C),OBS_1,OBS_2,OBS_3,OBS_4,OBS_5,OBS_6,OBS_7,OBS_8,OBS_9,OBS_10,OBS_11,OBS_12,OBS_13,OBS_14,OBS_15,OBS_16,OBS_17,OBS_18,OBS_19,OBS_20,OBS_21,OBS_22,OBS_23,OBS_24,OBS_25,OBS_26,OBS_27,OBS_28,OBS_29,OBS_30,OBS_31,OBS_32,OBS_33,OBS_34,OBS_35,OBS_36,OBS_37,OBS_38,OBS_39,OBS_40,OBS_41,OBS_42,OBS_43,OBS_44,OBS_45,OBS_46,OBS_47,OBS_48,OBS_49,OBS_50,OBS_51,OBS_52,OBS_53,OBS_54,OBS_55,OBS_56,OBS_57,Class
15:54:48,2,2024-09-08,86,30,0.23902838607843396,4.018692064708974,-0.6127130580135945,-0.6913898738868504,-0.6612575853771024,-0.3511619090085143,-0.02198409453637513,0.28599486735599094,0.4017493020629744,0.5298820834979947,0.587962285338547,0.7481106152391557,0.7473859076563195,0.6603287522804214,0.7276975848569552,0.635365216585875,0.44728496191757794,0.19699775292667163,-0.1444815400618807,-0.3387089469195951,-0.2601291089425599,-0.0015510296303924975,-0.04763246049807966,-0.15840638446716393,-0.3391643264190694,-0.5555672592009299,-0.8453894271003919,-0.8394376553178737,-0.7223076680935178,-0.2849329269372526,0.12626616217760478,0.4435201888074345,0.5947371171955664,0.6169960853928875,0.6920169739122584,0.4798069673127215,0.2323989237493651,0.4119941411981596,0.8334395588573036,1.001797486303273,0.9545897899923481,0.7905648966895266,0.25378734446262324,-0.5563244295287854,-1.0865337416615959,-1.192288713430979,-1.0807557989654797,-0.9484575128757508,-0.740834785992447,-0.7081039822101737,-0.707831372393273,-0.5381538083323992,-0.3628556645464514,-0.16637911999486943,-0.12981786924427435,0.08172372128360567,-0.11297797988893572,1
,2,,0,-17,-4.795121394020309,-1.9027243240978413,-4.8112787408652125,-4.515561788429781,-4.0013159507556955,-3.3584491647176886,-2.751989467581805,-1.6674065826688047,-0.13036741677977262,1.3064743466640394,2.3090317416139494,2.9792176454907544,3.4546645427408493,3.8314806474625667,3.5365029390360654,2.761886550592258,2.472092999333596,2.079434929465048,0.8688033895652647,-0.1422732531388822,-0.5020829840072623,0.5537301031881623,1.4864919207685787,2.245441525200795,2.6552008397341944,1.973672891679706,0.6163527065362077,-0.4514668024710048,-0.4385176527584835,-1.1488112558829846,-1.1435023730418432,-1.2904273370528672,-1.2252492805460817,-1.4124638952167174,-1.406935448827807,-1.5862139664601052,-1.3005213869009478,0.01658957315439891,1.0283210238410831,1.5442702075029329,1.2595812483516473,0.7461634985006781,-0.48238605592269207,-1.6164051414413525,-2.2419184017986504,-2.754372904144449,-2.8249005243208543,-2.9393401420262233,-2.8659496716402466,-2.814474232203397,-2.6617169150357065,-2.714330898442079,-2.5016703194200405,-2.4843540247285874,-2.2235097447135344,-2.480513201449414,-2.6133337967209282,3
00:10:27,1,2024-10-08,86,30,0.06939658944472826,0.003044108425231715,-0.0786720259713297,-0.08718826688370176,-0.2449465856809167,-0.2813083039027026,-0.26824250732694244,-0.015876742568080172,0.08851747465908784,0.08329669428703604,0.08641310247186286,0.17478167980901618,0.14596101241026832,0.08293807822853899,0.15270996166659453,0.298925039924504,0.2835538537707301,0.11083644932392005,0.05737601002163348,-0.03569644055572946,-0.1133023984332106,-0.0850519518587466,-0.05393708124301113,-0.18342474952875587,-0.25736283374198526,-0.33239901059381494,-0.14326048088730617,-0.07365225467248322,0.11689994868294068,0.13039319274819547,0.23576527300913264,0.15177006810778945,0.07216676536875657,0.07832453324283566,0.004429111290512793,-0.03773334675862783,-0.008547900146890023,-0.06527833300444141,-0.17935350916446074,-0.08591567406135077,0.08424831125971399,0.11921575607413831,0.18221493053627316,0.1191781293779069,0.08522644909157481,0.1444622914203527,0.08855812958263065,0.04533844415473308,-0.07386518217023932,-0.060543529607645606,-0.08797802783084577,-0.04150733227517123,-0.1522646831435134,-0.2176823875040664,-0.09153321780712216,0.1146573578225905,0.02897449178379692,0
05:08:41,2,2024-09-08,89,31,-0.16547820589424886,0.0710811388377637,0.45684425754066516,0.7379199809365786,0.7647272181799474,0.5802194924023081,0.27044777065242354,0.07955363734340037,0.018700742044968553,-0.21442689852026975,-0.5061706923535003,-0.5767668073970611,-0.531725252838164,-0.4998487703471928,-0.3745151113545988,-0.44709448223766657,-0.6297018827816876,-0.40613137229258933,-0.04455205982251724,-0.058683596210919266,-0.040923034097615885,0.025586770093822583,0.049038390924202924,0.022976762229377612,0.20546140114151704,0.10118501527143689,0.0004501221387640075,0.11322375821710808,0.17365795174994753,0.03902144641739691,0.19365023038162194,0.050381728290182295,0.04613835704021815,0.2174647865657273,0.2718243911989694,0.22724729404590302,0.31132977985331073,0.00613835109156823,-0.4022860941080269,-0.7072683572721855,-0.8649446176828853,-0.7794685432681538,-0.425128124781612,0.04744334436126701,0.34359593214584533,0.4680610771321453,0.6404612023007163,0.6853825290634387,0.6135218585036686,0.6193949456250089,0.5626754829210188,0.44895682250333613,0.4641526686713363,0.5588625252487788,0.39420329730174614,0.49888311744408015,0.5718804360760025,0
22:33:20,3,2024-08-08,87,30,1.0689193296094863,0.5641667140855761,0.872865172004529,0.39558783556433463,0.102776778049997,-0.14697444792998784,-0.5164248139674361,-0.8844879556399236,-1.0644020828335308,-0.8816147089077261,-0.6470166957612677,-0.5616349586613683,-0.5923877062491489,-0.3685418569335248,-0.08610278917924216,-0.0027740315381385074,-0.00934290635863096,0.0434058638956797,-0.014573215750708208,-0.03987592340212761,-0.07194276167001362,0.015149154815278322,0.12049075936675961,0.2335480014977764,0.23990413490028928,0.32647867577004813,0.24475814728308332,0.1944741986038869,0.18987452405480662,0.13246982334662272,0.06730510249908979,0.008998732446261015,0.17628039868291026,0.28504719532256034,0.14918445078982764,0.06370455479935665,-0.49459580352381843,-1.059886299317161,-0.9898832385288173,-0.5979434976426622,-0.1939634092924272,0.05350168675464265,0.4582799556807664,0.7349017007707326,0.9367540411295932,0.8729831178919276,0.7682013793689972,0.6129867970943306,0.5199419396000425,0.4431146001943207,0.3817245065580742,0.21815016143109736,0.27111093571864314,0.055157716976662975,-0.08196205494783412,-0.09172676448838107,-0.050718123892123164,0
,1,2024-10-08,88,31,0.5939502990351105,0.4463821775649562,0.8241818735034385,0.5140874243470345,0.25590266299572045,-0.16667674680598601,-0.4683274677192784,-0.4423921140091871,-0.3568000630958352,-0.5121504913275755,-0.6487343299491674,-0.4708438662472113,-0.3393386148776116,-0.26061836645653746,-0.32491554002507883,-0.36846987573528095,-0.25857803764883264,-0.3836545104831759,-0.21842935543900965,-0.023157992016535022,-0.01610725203969769,-0.13515250519575905,-0.03922629950483769,0.022976762229377612,0.1301179210442027,0.1394424293183709,0.21191000944855298,0.2858809440390131,0.21622645405020266,0.2861404876302385,0.288409076293521,0.31937120127567065,0.24035032687623561,0.04055789305519364,0.028555001207065268,0.15479165007591414,-0.11240428975734482,-0.9187948014689469,-0.9692139922426588,-0.7570872806476645,-0.4766384194790947,0.08191858159550564,0.5687059657385637,0.7488501311906347,0.7930132723881328,0.8695946489315947,0.8271583841697423,0.7890400543828434,0.6832814344136444,0.40713901949418024,0.25467382102664504,0.30676343309276044,0.2930474962814492,0.10412901778089645,0.14056748153061294,0.09050602436066829,0.44237993560263233,0
16:14:16,2,2024-09-08,86,30,-0.3977432812850151,-0.297635671139829,-1.0641400077509786,-1.0512775138935684,-0.8606402480668465,-0.421015514114326,0.10499289955876114,0.31131313141413886,0.46024440236129055,0.5065663804468201,0.5725035776474506,0.7430666656605914,0.8184476387949019,0.8509935854564324,0.7570899234225966,0.7377600529610749,0.6128353045993907,0.34122428287040796,0.2632307393147222,0.25268787584574265,0.010776511856380355,-0.05373910602311381,0.021718367696166543,-0.024975104138673602,-0.022721710010349228,-0.17511853062308635,-0.4286286783247884,-0.47381067357736895,-0.37770550661526187,-0.3347720612995064,-0.12852984571883502,-0.14411835217624774,-0.27821565443849144,-0.052864848461605024,0.05268089112361774,0.0078102008796509135,0.018454761151828224,0.4363803260114312,0.9559786618395286,1.187234589978667,1.1941196670452612,0.9450817623867191,0.2374279355651718,-0.6081328853741363,-0.930056449107601,-1.1567097893474834,-1.2740037591456996,-1.2725929491919847,-1.0045600119935751,-0.7890490387854897,-0.7328565074221908,-0.7772035644429323,-0.6743548245382972,-0.4975183920996863,-0.1609241485369605,-0.5088861606488555,0.04391685722303194,1
03:13:58,2,2024-09-08,89,31,0.5939502990351105,0.3381081936826473,0.6486269486055669,0.5828464449987245,0.31970511505643856,-0.046671835470360815,-0.2855575519762792,-0.42486408504585393,-0.45680781521876285,-0.7471010374586421,-0.9132499948857062,-0.830645602851463,-0.7518432980723094,-0.4782640722517953,-0.20367214344180792,-0.015573386085038492,0.06524570957493304,0.07150194115744651,0.12332946697961335,0.1795469260337751,0.2589343324355623,0.07986236954225275,0.147810782594796,0.24605718402857238,0.05046909922704183,-0.2516333587169543,-0.27260002361076935,-0.3113097928038113,-0.2378375704858521,0.18646221890573098,0.23155376874638156,0.07728067558873113,-0.03995560896956278,0.23137881189801646,0.3060027352474187,0.3286851956038875,0.06207444478821924,-0.7115122305561383,-0.9928359879982684,-0.9203826406006232,-0.5778063178616915,-0.16672924826204558,0.37648291119350913,0.778739624947568,1.1350799119247728,1.0745970210317355,0.9041300293262706,0.7380339704955173,0.6679683567748692,0.6787546537802407,0.5992506802709757,0.39949825227357066,0.266723623606082,0.1904117858645459,0.09989003937863875,-0.010490461025551843,0.06384001114201196,0
05:31:06,2,2024-09-08,89,31,0.3225394244211814,0.2627553535483376,0.6250229250898867,0.5667539082504566,0.5047322260325211,0.19154686912125335,-0.19128675332989015,-0.46576281929363134,-0.5681371996574935,-0.46372556960590533,-0.4580769350923114,-0.32456932846884723,-0.4138667719253931,-0.4063150786004704,-0.32124149770437366,-0.3666413965142952,-0.19672406346002344,-0.020278577897658415,-0.040554880612942705,-0.04196566482532668,0.05834009413405689,-0.007813598797519056,0.000702965213061633,0.06884376484229617,0.21622475544113337,0.2754687903741362,-0.022132972622475593,-0.08787108174016953,-0.26621657201935556,-0.1727948746221816,0.06098784610496318,0.08141897517312326,0.016105578199596897,-0.1264104109322763,0.032575982859824014,0.3638779369607393,0.21993615699611052,-0.36662190248272597,-0.6975610410531476,-0.510760381735574,-0.15230603937018145,0.051725630827088705,0.2312931572286275,0.37423514277040426,0.46368315666402743,0.5188881115371389,0.6175334782115377,0.6245042999075978,0.5131361273161424,0.306407393533787,0.2469737794792857,0.25524408910342145,0.266723623606082,0.2160634196191444,0.020927945789512365,0.3495839651340156,0.2182444540141071,0
00:08:34,2,2024-09-08,88,31,0.3930018630228745,0.2627553535483376,0.8005778499877583,0.7876605490675884,0.5254680229522545,0.010643943077997481,-0.27786197657657397,-0.4560250254251129,-0.605875974043504,-0.7435140062199999,-0.758662917974742,-0.5599536421351802,-0.4901281419277742,-0.48186152193436155,-0.4939214867775171,-0.2733889562440239,-0.2021817670649184,-0.2581586987139508,-0.12049846480443346,0.12730339045379824,0.3395856241237964,0.3888157817871629,0.3558632671775346,0.31277282419281754,0.19900338856174724,-0.0029601674118834038,-0.03445102431042447,-0.14880891203025365,-0.20337735433802653,0.005795356842561062,0.1746984611992421,0.20142966312049498,0.06215583908854949,-0.2416980493998151,-0.17249408143087203,-0.00461076665806147,-0.00023938897805363983,-0.3561706804198953,-0.659175297950282,-0.7404809728558381,-0.7102172436859726,-0.42248130182981253,0.09632803382465303,0.5396236748921017,0.6947600886914383,0.8475696006894308,0.8075060492361607,0.672219668705419,0.5982087808648935,0.6481754101851213,0.5357253375052611,0.4365921799458947,0.3544698658573061,0.48657155739491026,0.3080628315681537,0.41545123821198526,0.16096538649703956,0
